DBN,Name,Borough,District,attd
01M015,P.S. 015 Roberto Clemente,Manhattan,1,92.6%
01M019,P.S. 019 Asher Levy,Manhattan,1,91.2%
01M020,P.S. 020 Anna Silver,Manhattan,1,92.1%
01M034,P.S. 034 Franklin D. Roosevelt,Manhattan,1,88.5%
01M063,The STAR Academy - P.S.63,Manhattan,1,90.9%
01M064,P.S. 064 Robert Simon,Manhattan,1,88.7%
01M110,P.S. 110 Florence Nightingale,Manhattan,1,93.9%
01M134,P.S. 134 Henrietta Szold,Manhattan,1,89.3%
01M140,P.S. 140 Nathan Straus,Manhattan,1,88.5%
01M142,P.S. 142 Amalia Castro,Manhattan,1,90.7%
01M184,P.S. 184m Shuang Wen,Manhattan,1,97.6%
01M188,P.S. 188 The Island School,Manhattan,1,87.8%
01M292,Orchard Collegiate Academy,Manhattan,1,91.8%
01M315,The East Village Community School,Manhattan,1,94.7%
01M332,University Neighborhood Middle School,Manhattan,1,91.7%
01M361,The Children's Workshop School,Manhattan,1,91.8%
01M363,Neighborhood School,Manhattan,1,93.4%
01M364,Earth School,Manhattan,1,93.1%
01M378,School for Global Leaders,Manhattan,1,89.2%
01M448,University Neighborhood High School,Manhattan,1,91.2%
01M450,East Side Community School,Manhattan,1,94.7%
01M458,Forsyth Satellite Academy,Manhattan,1,54.0%
01M509,Marta Valle High School,Manhattan,1,79.7%
01M515,Lower East Side Preparatory High School,Manhattan,1,74.4%
01M539,"New Explorations into Science, Technology and Math",Manhattan,1,96.1%
01M650,Cascades High School,Manhattan,1,58.0%
01M696,Bard High School Early College,Manhattan,1,95.0%
01M839,Tompkins Square Middle School,Manhattan,1,95.1%
02M001,P.S. 001 Alfred E. Smith,Manhattan,2,94.3%
02M002,P.S. 002 Meyer London,Manhattan,2,96.3%
02M003,P.S. 003 Charrette School,Manhattan,2,93.6%
02M006,P.S. 006 Lillie D. Blake,Manhattan,2,95.6%
02M011,P.S. 011 William T. Harris,Manhattan,2,94.9%
02M033,P.S. 033 Chelsea Prep,Manhattan,2,92.9%
02M040,P.S. 040 Augustus Saint-Gaudens,Manhattan,2,95.7%
02M041,P.S. 041 Greenwich Village,Manhattan,2,95.8%
02M042,P.S. 042 Benjamin Altman,Manhattan,2,97.1%
02M047,47 The American Sign Language and English Secondar,Manhattan,2,90.1%
02M051,P.S. 051 Elias Howe,Manhattan,2,91.6%
02M059,P.S. 059 Beekman Hill International,Manhattan,2,95.7%
02M077,P.S. 77 Lower Lab School,Manhattan,2,96.8%
02M089,P.S. 89,Manhattan,2,96.1%
02M104,J.H.S. 104 Simon Baruch,Manhattan,2,96.5%
02M111,P.S. 111 Adolph S. Ochs,Manhattan,2,91.5%
02M114,East Side Middle School,Manhattan,2,97.4%
02M116,P.S. 116 Mary Lindley Murray,Manhattan,2,94.3%
02M124,P.S. 124 Yung Wing,Manhattan,2,97.9%
02M126,P.S. 126 Jacob August Riis,Manhattan,2,96.8%
02M130,P.S. 130 Hernando De Soto,Manhattan,2,98.0%
02M131,M.S. 131,Manhattan,2,97.3%
02M135,The Urban Assembly School for Emergency Management,Manhattan,2,86.2%
02M139,Stephen T. Mather Building Arts & Craftsmanship Hi,Manhattan,2,84.9%
02M150,P.S. 150,Manhattan,2,96.2%
02M151,Yorkville Community School,Manhattan,2,93.2%
02M158,P.S. 158 Bayard Taylor,Manhattan,2,95.3%
02M167,J.H.S. 167 Robert F. Wagner,Manhattan,2,95.9%
02M177,Yorkville East Middle School,Manhattan,2,95.0%
02M183,P.S. 183 Robert L. Stevenson,Manhattan,2,96.0%
02M198,P.S. 198 Isador E. Ida Straus,Manhattan,2,94.4%
02M212,P.S. 212 Midtown West,Manhattan,2,94.8%
02M217,P.S./I.S. 217 Roosevelt Island,Manhattan,2,95.0%
02M225,Ella Baker School,Manhattan,2,93.2%
02M234,P.S. 234 Independence School,Manhattan,2,95.6%
02M255,M.S. 255 Salk School of Science,Manhattan,2,97.2%
02M260,The Clinton School,Manhattan,2,96.1%
02M267,"East Side Elementary School, PS 267",Manhattan,2,95.5%
02M276,Battery Park City School,Manhattan,2,95.5%
02M280,Manhattan Early College School for Advertising,Manhattan,2,89.4%
02M281,The River School,Manhattan,2,94.8%
02M282,Urban Assembly Maker Academy,Manhattan,2,89.2%
02M288,Food and Finance High School,Manhattan,2,88.0%
02M289,I.S. 289,Manhattan,2,96.9%
02M290,P.S. 290 Manhattan New School,Manhattan,2,95.6%
02M294,Essex Street Academy,Manhattan,2,88.8%
02M296,High School of Hospitality Management,Manhattan,2,84.3%
02M297,M.S. 297,Manhattan,2,94.3%
02M298,Pace High School,Manhattan,2,87.1%
02M300,"Urban Assembly School of Design and Construction,",Manhattan,2,81.5%
02M303,"Facing History School, The",Manhattan,2,80.2%
02M305,"Urban Assembly Academy of Government and Law, The",Manhattan,2,85.3%
02M308,Lower Manhattan Arts Academy,Manhattan,2,87.2%
02M312,New York City Lab Middle School for Collaborative,Manhattan,2,98.2%
02M313,"James Baldwin School, The: A School for Expedition",Manhattan,2,67.5%
02M316,"Urban Assembly School of Business for Young Women,",Manhattan,2,81.2%
02M340,Sixth Avenue Elementary School,Manhattan,2,94.6%
02M343,The Peck Slip School,Manhattan,2,95.6%
02M347,The 47 American Sign Language & English Lower Scho,Manhattan,2,90.4%
02M374,Gramercy Arts High School,Manhattan,2,84.2%
02M376,NYC iSchool,Manhattan,2,94.9%
02M392,MANHATTAN BUSINESS ACADEMY,Manhattan,2,85.0%
02M393,Business Of Sports School,Manhattan,2,85.7%
02M394,Emma Lazarus High School,Manhattan,2,92.2%
02M397,Spruce Street School,Manhattan,2,95.0%
02M399,The High School For Language And Diplomacy,Manhattan,2,83.4%
02M400,High School for Environmental Studies,Manhattan,2,86.3%
02M407,Institute for Collaborative Education,Manhattan,2,93.6%
02M408,Professional Performing Arts High School,Manhattan,2,93.6%
02M411,Baruch College Campus High School,Manhattan,2,96.2%
02M412,N.Y.C. Lab School for Collaborative Studies,Manhattan,2,94.2%
02M413,School of the Future High School,Manhattan,2,95.6%
02M414,N.Y.C. Museum School,Manhattan,2,93.2%
02M416,Eleanor Roosevelt High School,Manhattan,2,97.0%
02M418,Millennium High School,Manhattan,2,97.2%
02M419,Landmark High School,Manhattan,2,80.2%
02M420,High School for Health Professions and Human Servi,Manhattan,2,92.1%
02M422,Quest to Learn,Manhattan,2,88.0%
02M425,Leadership and Public Service High School,Manhattan,2,83.3%
02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,Manhattan,2,86.4%
02M432,Murray Hill Academy,Manhattan,2,80.8%
02M437,Hudson High School of Learning Technologies,Manhattan,2,82.6%
02M438,International High School at Union Square,Manhattan,2,88.7%
02M439,Manhattan Village Academy,Manhattan,2,98.2%
02M442,"Ballet Tech, NYC Public School for Dance",Manhattan,2,96.7%
02M449,Vanguard High School,Manhattan,2,87.3%
02M459,Manhattan International High School,Manhattan,2,87.7%
02M475,Stuyvesant High School,Manhattan,2,97.0%
02M489,High School of Economics and Finance,Manhattan,2,89.9%
02M500,Unity Center for Urban Technologies,Manhattan,2,80.9%
02M507,Urban Assembly Gateway School for Technology,Manhattan,2,92.4%
02M519,Talent Unlimited High School,Manhattan,2,91.1%
02M520,Murry Bergtraum High School for Business Careers,Manhattan,2,78.5%
02M527,P.S. 527 - East Side School for Social Action,Manhattan,2,95.6%
02M529,Jacqueline Kennedy Onassis High School,Manhattan,2,78.4%
02M531,Repertory Company High School for Theatre Arts,Manhattan,2,91.3%
02M533,Union Square Academy for Health Sciences,Manhattan,2,88.0%
02M534,Harvest Collegiate High School,Manhattan,2,86.3%
02M542,Manhattan Bridges High School,Manhattan,2,90.6%
02M543,New Design High School,Manhattan,2,82.9%
02M544,Independence High School,Manhattan,2,53.2%
02M545,High School for Dual Language and Asian Studies,Manhattan,2,98.5%
02M546,Academy for Software Engineering,Manhattan,2,89.5%
02M550,Liberty High School Academy for Newcomers,Manhattan,2,85.9%
02M551,Urban Assembly New York Harbor School,Manhattan,2,89.3%
02M560,High School M560 - City As School,Manhattan,2,43.8%
02M565,Urban Academy Laboratory High School,Manhattan,2,93.8%
02M570,Satellite Academy High School,Manhattan,2,57.0%
02M575,Manhattan Comprehensive Night and Day High School,Manhattan,2,72.9%
02M580,Richard R. Green High School of Teaching,Manhattan,2,90.5%
02M586,Harvey Milk High School,Manhattan,2,70.1%
02M600,The High School of Fashion Industries,Manhattan,2,90.4%
02M605,Humanities Preparatory Academy,Manhattan,2,84.1%
02M615,Chelsea Career and Technical Education High School,Manhattan,2,85.8%
02M630,Art and Design High School,Manhattan,2,89.6%
02M655,Life Sciences Secondary School,Manhattan,2,77.8%
02M896,Lower Manhattan Community Middle School,Manhattan,2,96.7%
02M933,City Knoll Middle School,Manhattan,2,91.3%
03M009,P.S. 009 Sarah Anderson,Manhattan,3,95.6%
03M054,J.H.S. 054 Booker T. Washington,Manhattan,3,96.5%
03M075,P.S. 075 Emily Dickinson,Manhattan,3,93.5%
03M076,P.S. 076 A. Philip Randolph,Manhattan,3,88.9%
03M084,P.S. 084 Lillian Weber,Manhattan,3,93.7%
03M087,P.S. 087 William Sherman,Manhattan,3,95.6%
03M145,"P.S. 145, The Bloomingdale School",Manhattan,3,88.0%
03M149,P.S. 149 Sojourner Truth,Manhattan,3,93.7%
03M163,P.S. 163 Alfred E. Smith,Manhattan,3,93.6%
03M165,P.S. 165 Robert E. Simon,Manhattan,3,91.1%
03M166,P.S. 166 The Richard Rodgers School of The Arts an,Manhattan,3,96.2%
03M180,P.S. 180 Hugo Newman,Manhattan,3,90.6%
03M185,The Locke School of Arts and Engineering,Manhattan,3,91.3%
03M191,The Riverside School for Makers and Artists,Manhattan,3,90.7%
03M199,P.S. 199 Jessie Isador Straus,Manhattan,3,96.0%
03M241,STEM Institute of Manhattan,Manhattan,3,92.0%
03M242,P.S. 242 - The Young Diplomats Magnet Academy,Manhattan,3,90.5%
03M243,M.S. 243 Center School,Manhattan,3,97.3%
03M245,M.S. M245 The Computer School,Manhattan,3,96.2%
03M247,M.S. M247 Dual Language Middle School,Manhattan,3,95.3%
03M250,M.S. 250 West Side Collaborative Middle School,Manhattan,3,91.4%
03M256,Lafayette Academy,Manhattan,3,92.4%
03M258,Community Action School - MS 258,Manhattan,3,92.9%
03M291,West End Secondary School,Manhattan,3,96.0%
03M299,The Maxine Greene HS for Imaginative Inquiry,Manhattan,3,81.5%
03M307,"Urban Assembly School for Media Studies, The",Manhattan,3,85.2%
03M333,P.S. 333 Manhattan School for Children,Manhattan,3,94.2%
03M334,The Anderson School,Manhattan,3,97.4%
03M402,The Urban Assembly School for Green Careers,Manhattan,3,82.0%
03M403,The Global Learning Collaborative,Manhattan,3,85.8%
03M404,Innovation Diploma Plus,Manhattan,3,65.9%
03M415,Wadleigh Secondary School for the Performing & Vis,Manhattan,3,87.3%
03M417,Frank Mccourt High School,Manhattan,3,91.7%
03M421,West Prep Academy,Manhattan,3,91.2%
03M452,P.S. 452,Manhattan,3,94.4%
03M479,Beacon High School,Manhattan,3,96.9%
03M485,Fiorello H. LaGuardia High School of Music & Art a,Manhattan,3,95.2%
03M492,"High School for Law, Advocacy and Community Justic",Manhattan,3,85.8%
03M494,High School of Arts and Technology,Manhattan,3,81.2%
03M505,Edward A. Reynolds West Side High School,Manhattan,3,54.5%
03M541,Manhattan / Hunter Science High School,Manhattan,3,97.5%
03M859,Special Music School,Manhattan,3,94.6%
03M860,Frederick Douglass Academy II Secondary School,Manhattan,3,83.0%
03M862,Mott Hall II,Manhattan,3,95.5%
04M007,P.S. 007 Samuel Stern,Manhattan,4,87.6%
04M012,Tag Young Scholars,Manhattan,4,96.9%
04M037,River East Elementary,Manhattan,4,90.2%
04M038,P.S. 38 Roberto Clemente,Manhattan,4,88.6%
04M057,James Weldon Johnson,Manhattan,4,90.5%
04M072,The Lexington Academy,Manhattan,4,89.2%
04M083,P.S. 083 Luis Munoz Rivera,Manhattan,4,92.3%
04M096,P.S. 096 Joseph Lanzetta,Manhattan,4,90.1%
04M102,P.S. 102 Jacques Cartier,Manhattan,4,89.8%
04M108,P.S. 108 Assemblyman Angelo Del Toro Educational C,Manhattan,4,88.5%
04M112,P.S. 112 Jose Celso Barbosa,Manhattan,4,89.2%
04M146,P.S. 146 Ann M. Short,Manhattan,4,90.3%
04M155,P.S. 155 William Paca,Manhattan,4,91.1%
04M171,P.S. 171 Patrick Henry,Manhattan,4,92.5%
04M182,The Bilingual Bicultural School,Manhattan,4,91.4%
04M206,P.S. 206 Jose Celso Barbosa,Manhattan,4,92.1%
04M224,M.S. 224 Manhattan East School for Arts & Academic,Manhattan,4,94.3%
04M310,THE JUDITH S. KAYE HIGH SCHOOL,Manhattan,4,59.8%
04M372,Esperanza Preparatory Academy,Manhattan,4,89.0%
04M375,Mosaic Preparatory Academy,Manhattan,4,86.3%
04M377,Renaissance School of the Arts,Manhattan,4,91.9%
04M435,Manhattan Center for Science and Mathematics,Manhattan,4,94.1%
04M495,Park East High School,Manhattan,4,94.5%
04M497,Central Park East I,Manhattan,4,92.7%
04M555,Central Park East High School,Manhattan,4,97.0%
04M610,Young Women's Leadership School,Manhattan,4,94.5%
04M680,"Heritage School, The",Manhattan,4,88.5%
04M825,Isaac Newton Middle School for Math & Science,Manhattan,4,92.8%
04M964,Central Park East II,Manhattan,4,92.2%
05M030,P.S. 030 Hernandez/Hughes,Manhattan,5,89.8%
05M036,P.S. 036 Margaret Douglas,Manhattan,5,89.7%
05M046,P.S. 046 Arthur Tappan,Manhattan,5,88.3%
05M092,P.S. 092 Mary McLeod Bethune,Manhattan,5,89.2%
05M123,P.S. 123 Mahalia Jackson,Manhattan,5,90.4%
05M125,P.S. 125 Ralph Bunche,Manhattan,5,90.7%
05M129,P.S. 129 John H. Finley,Manhattan,5,88.6%
05M133,P.S. 133 Fred R Moore,Manhattan,5,88.9%
05M148,Eagle Academy for Young Men of Harlem,Manhattan,5,85.4%
05M154,P.S. 154 Harriet Tubman,Manhattan,5,90.7%
05M157,The Urban Assembly School for Global Commerce,Manhattan,5,76.5%
05M161,P.S. 161 Pedro Albizu Campos,Manhattan,5,90.0%
05M175,P.S. 175 Henry H Garnet,Manhattan,5,90.2%
05M194,P.S. 194 Countee Cullen,Manhattan,5,91.8%
05M197,P.S. 197 John B. Russwurm,Manhattan,5,88.3%
05M200,P.S. 200- The James Mccune Smith School,Manhattan,5,86.3%
05M285,Harlem Renaissance High School,Manhattan,5,59.4%
05M286,Urban Assembly Academy for Future Leaders,Manhattan,5,86.2%
05M304,Mott Hall High School,Manhattan,5,85.0%
05M318,Thurgood Marshall Academy Lower School,Manhattan,5,91.0%
05M362,Columbia Secondary School,Manhattan,5,94.3%
05M369,Urban Assembly School for the Performing Arts,Manhattan,5,83.0%
05M499,Frederick Douglass Academy,Manhattan,5,89.3%
05M514,New Design Middle School,Manhattan,5,84.6%
05M517,Teachers College Community School,Manhattan,5,94.4%
05M670,Thurgood Marshall Academy for Learning and Social,Manhattan,5,91.8%
05M692,"High School for Mathematics, Science and Engineeri",Manhattan,5,95.4%
06M004,P.S. 004 Duke Ellington,Manhattan,6,91.6%
06M005,P.S. 005 Ellen Lurie,Manhattan,6,91.8%
06M008,P.S. 008 Luis Belliard,Manhattan,6,93.3%
06M018,P.S. 018 Park Terrace,Manhattan,6,94.2%
06M028,P.S. 028 Wright Brothers,Manhattan,6,92.3%
06M048,P.S. 048 P.O. Michael J. Buczek,Manhattan,6,93.6%
06M052,Harold O. Levy School,Manhattan,6,92.0%
06M098,P.S. 098 Shorac Kappock,Manhattan,6,90.9%
06M103,Dos Puentes Elementary School,Manhattan,6,95.4%
06M115,P.S. 115 Alexander Humboldt,Manhattan,6,90.2%
06M128,P.S. 128 Audubon,Manhattan,6,91.4%
06M132,P.S. 132 Juan Pablo Duarte,Manhattan,6,93.2%
06M143,J.H.S. 143 Eleanor Roosevelt,Manhattan,6,91.9%
06M152,P.S. 152 Dyckman Valley,Manhattan,6,92.0%
06M153,P.S. 153 Adam Clayton Powell,Manhattan,6,92.6%
06M173,P.S. 173,Manhattan,6,92.2%
06M178,Professor Juan Bosch Public School,Manhattan,6,94.7%
06M187,P.S./I.S. 187 Hudson Cliffs,Manhattan,6,94.8%
06M189,P.S. 189,Manhattan,6,92.4%
06M192,P.S. 192 Jacob H. Schiff,Manhattan,6,91.2%
06M209,Hamilton Grange Middle School,Manhattan,6,94.1%
06M210,P.S./I.S. 210 - Twenty-first Century Academy for C,Manhattan,6,93.6%
06M211,Inwood Early College for Health and Information Te,Manhattan,6,83.3%
06M223,The Mott Hall School,Manhattan,6,95.3%
06M278,Paula Hedbavny School,Manhattan,6,94.6%
06M293,City College Academy of the Arts,Manhattan,6,94.4%
06M311,Amistad Dual Language School,Manhattan,6,95.6%
06M314,Muscota,Manhattan,6,95.7%
06M319,M.S. 319 - Maria Teresa,Manhattan,6,95.5%
06M322,Middle School 322,Manhattan,6,92.3%
06M324,M.S. 324 - Patria Mirabal,Manhattan,6,93.0%
06M328,Community Math & Science Prep,Manhattan,6,88.7%
06M346,Community Health Academy of the Heights,Manhattan,6,87.0%
06M348,Washington Heights Expeditionary Learning School,Manhattan,6,91.6%
06M349,Harbor Heights,Manhattan,6,93.1%
06M366,Washington Heights Academy,Manhattan,6,93.2%
06M368,Hamilton Heights School,Manhattan,6,93.4%
06M423,High School for Excellence and Innovation,Manhattan,6,77.0%
06M462,The College Academy,Manhattan,6,81.9%
06M463,High School for Media and Communications,Manhattan,6,89.5%
06M467,High School for Law and Public Service,Manhattan,6,80.6%
06M468,High School for Health Careers and Sciences,Manhattan,6,88.8%
06M513,Castle Bridge School,Manhattan,6,94.5%
06M528,I.S. 528 Bea Fuller Rodgers School,Manhattan,6,97.1%
06M540,A. Philip Randolph Campus High School,Manhattan,6,85.8%
06M552,Gregorio Luperon High School for Science and Mathe,Manhattan,6,91.4%
07X001,P.S. 001 Courtlandt School,Bronx,7,89.5%
07X005,P.S. 5 Port Morris,Bronx,7,89.6%
07X018,P.S. 018 John Peter Zenger,Bronx,7,90.0%
07X025,P.S. 025 Bilingual School,Bronx,7,91.1%
07X029,P.S./M.S. 029 Melrose School,Bronx,7,90.2%
07X030,P.S. 030 Wilton,Bronx,7,89.5%
07X031,P.S./M.S. 031 The William Lloyd Garrison,Bronx,7,92.1%
07X043,P.S. 043 Jonas Bronck,Bronx,7,90.0%
07X049,P.S. 049 Willis Avenue,Bronx,7,91.5%
07X065,P.S. 065 Mother Hale Academy,Bronx,7,87.9%
07X151,J.H.S. 151 Lou Gehrig,Bronx,7,88.7%
07X154,P.S. 154 Jonathan D. Hyatt,Bronx,7,92.9%
07X157,P.S. 157 Grove Hill,Bronx,7,88.4%
07X161,P.S. 161 Juan Ponce De Leon School,Bronx,7,89.2%
07X179,P.S. 179,Bronx,7,89.2%
07X221,South Bronx Preparatory: A College Board School,Bronx,7,93.2%
07X223,The Laboratory School of Finance and Technology: X,Bronx,7,91.9%
07X224,P.S./I.S. 224,Bronx,7,89.1%
07X259,"H.E.R.O. High (Health, Education, and Research Occ",Bronx,7,85.3%
07X277,P.S. 277,Bronx,7,88.3%
07X296,South Bronx Academy for Applied Media,Bronx,7,90.0%
07X298,Academy of Public Relations,Bronx,7,90.3%
07X334,International Community High School,Bronx,7,88.9%
07X343,Academy of Applied Mathematics and Technology,Bronx,7,92.7%
07X359,Concourse Village Elementary School,Bronx,7,93.0%
07X369,Young Leaders Elementary School,Bronx,7,92.2%
07X379,Jill Chaifetz Transfer High School,Bronx,7,53.9%
07X381,Bronx Haven High School,Bronx,7,57.0%
07X427,Community School for Social Justice,Bronx,7,81.1%
07X473,Mott Haven Village Preparatory High School,Bronx,7,76.6%
07X495,University Heights Secondary School,Bronx,7,93.9%
07X500,Hostos-Lincoln Academy of Science,Bronx,7,91.5%
07X522,Bronx Design and Construction Academy,Bronx,7,80.7%
07X527,Bronx Leadership Academy II High School,Bronx,7,85.5%
07X548,Careers in Sports High School,Bronx,7,82.2%
07X551,The Urban Assembly Bronx Academy of Letters,Bronx,7,84.6%
07X557,Mott Haven Community High School,Bronx,7,56.6%
07X584,I.S. 584,Bronx,7,89.6%
07X600,Alfred E. Smith Career and Technical Education Hig,Bronx,7,86.6%
07X670,Health Opportunities High School,Bronx,7,82.2%
08X014,P.S. X014 Senator John Calandra,Bronx,8,93.0%
08X036,P.S. 036 Unionport,Bronx,8,93.3%
08X048,P.S. 048 Joseph R. Drake,Bronx,8,89.7%
08X062,P.S. 062 Inocensio Casanova,Bronx,8,89.8%
08X069,P.S. 069 Journey Prep School,Bronx,8,92.0%
08X071,P.S. 071 Rose E. Scala,Bronx,8,93.0%
08X072,P.S. 072 Dr. William Dorney,Bronx,8,90.1%
08X075,P.S. 75 School of Research and Discovery,Bronx,8,90.7%
08X093,P.S. 093 Albert G. Oliver,Bronx,8,89.5%
08X100,P.S. 100 Isaac Clason,Bronx,8,89.9%
08X101,M.S. X101 Edward R. Byrne,Bronx,8,94.6%
08X107,P.S. 107,Bronx,8,88.4%
08X119,The Dr. Emmett W. Bassett School,Bronx,8,91.9%
08X123,J.H.S. 123 James M. Kieran,Bronx,8,92.0%
08X130,P.S. 130 Abram Stevens Hewitt,Bronx,8,90.5%
08X131,J.H.S. 131 Albert Einstein,Bronx,8,91.4%
08X138,P.S. 138 Samuel Randall,Bronx,8,89.8%
08X140,P.S. X140 The Eagle School,Bronx,8,89.8%
08X146,P.S. 146 Edward Collins,Bronx,8,90.0%
08X152,P.S. 152 Evergreen,Bronx,8,92.5%
08X182,P.S. 182,Bronx,8,92.4%
08X269,Bronx Studio School for Writers and Artists,Bronx,8,88.7%
08X282,Women's Academy of Excellence,Bronx,8,78.9%
08X293,Renaissance High School for Musical Theater and th,Bronx,8,83.6%
08X301,M.S. 301 Paul L. Dunbar,Bronx,8,88.0%
08X302,M.S. 302 Luisa Dessus Cruz,Bronx,8,90.6%
08X304,P.S. 304 Early Childhood School,Bronx,8,92.9%
08X312,Millennium Art Academy,Bronx,8,83.6%
08X320,Pelham Lab High School,Bronx,8,83.1%
08X333,The Longwood Academy of Discovery,Bronx,8,89.6%
08X337,The School for Inquiry and Social Justice,Bronx,8,92.9%
08X348,Schuylerville Preparatory High School,Bronx,8,83.6%
08X349,Bronx River High School,Bronx,8,82.5%
08X367,"Archimedes Academy for Math, Science and Technolog",Bronx,8,87.5%
08X371,Urban Institute of Mathematics,Bronx,8,91.4%
08X375,The Bronx Mathematics Preparatory School,Bronx,8,90.2%
08X376,Antonia Pantoja Preparatory Academy: A College Boa,Bronx,8,85.8%
08X377,Bronx Community High School,Bronx,8,61.1%
08X392,Bronx Delta School,Bronx,8,91.9%
08X405,Herbert H. Lehman High School,Bronx,8,85.4%
08X424,The Hunts Point School,Bronx,8,91.6%
08X432,Bronx Bridges High School,Bronx,8,84.4%
08X448,Soundview Academy for Culture and Scholarship,Bronx,8,92.2%
08X452,Gotham Collaborative High School,Bronx,8,80.1%
08X467,Mott Hall Community School,Bronx,8,89.4%
08X519,Felisa Rincon de Gautier Institute for Law and Public Policy,Bronx,8,100.0%
08X530,Longwood Preparatory Academy,Bronx,8,82.3%
08X537,Bronx Arena High School,Bronx,8,53.1%
08X558,Westchester Square Academy,Bronx,8,82.0%
08X559,School for Tourism and Hospitality,Bronx,8,70.3%
08X561,Bronx Compass High School,Bronx,8,83.5%
08X562,Blueprint Middle School,Bronx,8,92.2%
08X583,P.S. 583,Bronx,8,89.2%
